Qiymet,Tarix,Baxısh,Elan,Emlak,Kategoriya,Mertebe,Sahe,Otag sayı,Çıxarısh,İpoteka,Adres,Umumi Mertebe sayi
86000,2024-07-08,42,289484,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 12-ci mikrorayon,5
107000,2024-07-08,43,301163,Bina evi menzil,Köhnə,9,70.0,3,var,,Sumqayıt 13-cü mikrorayon,9
95000,2024-07-08,20,220184,Bina evi menzil,Yeni,10,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
107000,2024-07-08,17,912024,Bina evi menzil,Köhnə,8,68.0,3,var,,Sumqayıt 12-ci mikrorayon,9
125000,2024-07-08,33,307791,Bina evi menzil,Köhnə,4,80.0,4,var,,Sumqayıt 10-cu mikrorayon,9
123000,2024-07-08,21,267100,Bina evi menzil,Köhnə,8,70.0,3,var,,Sumqayıt 47-ci məhəllə,9
90000,2024-07-08,23,309087,Bina evi menzil,Köhnə,9,68.0,3,var,,Sumqayıt 10-cu mikrorayon,9
110000,2024-07-08,34,192321,Bina evi menzil,Köhnə,4,80.0,4,var,,Sumqayıt 17-ci mikrorayon,5
112000,2024-07-08,24,259180,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 13-cü mikrorayon,5
61000,2024-07-08,22,299316,Bina evi menzil,Köhnə,5,36.0,1,var,,Sumqayıt 10-cu mikrorayon,5
122000,2024-07-08,21,314397,Bina evi menzil,Yeni,4,94.0,3,var,,Sumqayıt 6-cı mikrorayon,10
112000,2024-07-08,24,319492,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 13-cü mikrorayon,5
72000,2024-07-08,23,283259,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
108000,2024-07-08,26,305535,Bina evi menzil,Köhnə,8,85.0,4,var,,Sumqayıt 13-cü mikrorayon,9
59000,2024-07-08,26,324976,Bina evi menzil,Köhnə,4,42.0,1,var,,Sumqayıt 2-ci məhəllə,4
74000,2024-07-08,23,244161,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
49000,2024-07-08,50,320995,Bina evi menzil,Köhnə,5,30.0,1,var,,Sumqayıt 8-ci mikrorayon,5
62000,2024-07-08,48,330269,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
295000,2024-07-08,51,330217,Bina evi menzil,Yeni,3,150.0,4,var,,Sumqayıt Sumqayıt Bulvarı,10
110000,2024-07-08,29,330182,Bina evi menzil,Yeni,3,70.0,3,var,,Sumqayıt 9-cu mikrorayon,16
82000,2024-07-08,29,330140,Bina evi menzil,Yeni,11,54.0,2,var,,Sumqayıt 10-cu mikrorayon,16
83500,2024-07-08,42,283263,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 2-ci mikrorayon,5
64500,2024-07-08,33,330123,Bina evi menzil,Köhnə,9,42.0,1,var,,Sumqayıt 6-cı mikrorayon,9
57000,2024-07-08,43,330107,Bina evi menzil,Köhnə,4,30.0,1,var,,Sumqayıt 2-ci mikrorayon,5
109500,2024-07-08,30,256997,Bina evi menzil,Yeni,3,76.5,2,var,,Sumqayıt 10-cu mikrorayon,8
115000,2024-07-08,32,175575,Bina evi menzil,Köhnə,1,110.0,5,var,,Sumqayıt 13-cü mikrorayon,5
106000,2024-07-08,34,274103,Bina evi menzil,Köhnə,4,78.0,3,var,,Sumqayıt 11-ci mikrorayon,5
118000,2024-07-08,31,229190,Bina evi menzil,Köhnə,2,90.0,4,var,,Sumqayıt 12-ci mikrorayon,5
78000,2024-07-08,18,986268,Bina evi menzil,Köhnə,4,58.0,2,var,,Sumqayıt 30-cu məhəllə,4
122000,2024-07-08,48,330070,Bina evi menzil,Köhnə,1,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
138000,2024-07-08,35,177128,Bina evi menzil,Köhnə,5,90.0,4,var,,Sumqayıt 13-cü mikrorayon,9
120000,2024-07-08,30,284370,Bina evi menzil,Köhnə,2,90.0,4,var,,Sumqayıt 12-ci mikrorayon,5
95000,2024-07-08,36,285574,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 17-ci mikrorayon,5
77000,2024-07-08,28,330031,Bina evi menzil,Köhnə,1,56.0,2,var,,Sumqayıt 18-ci mikrorayon,5
60000,2024-07-08,32,326417,Bina evi menzil,Köhnə,5,38.7,1,var,,Sumqayıt 17-ci mikrorayon,5
135000,2024-07-08,55,329893,Bina evi menzil,Yeni,5,80.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,11
71000,2024-07-08,30,328470,Bina evi menzil,Köhnə,5,48.0,2,var,,Sumqayıt 2-ci mikrorayon,5
85000,2024-07-08,42,327893,Bina evi menzil,Köhnə,2,65.0,2,var,,Sumqayıt 1-ci mikrorayon,5
62000,2024-07-08,55,327892,Bina evi menzil,Köhnə,2,34.0,1,var,,Sumqayıt 41-ci məhəllə,5
115000,2024-07-08,41,327888,Bina evi menzil,Yeni,3,78.0,2,var,,Sumqayıt 6-cı mikrorayon,10
83000,2024-07-08,26,327886,Bina evi menzil,Köhnə,2,57.0,2,var,,Sumqayıt 17-ci mikrorayon,9
106000,2024-07-08,30,327885,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
270000,2024-07-08,39,329887,Bina evi menzil,Yeni,16,230.0,6,var,,Sumqayıt 17-ci məhəllə,17
56000,2024-07-08,30,327884,Bina evi menzil,Köhnə,4,31.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
120000,2024-07-08,68,329858,Bina evi menzil,Köhnə,3,80.0,3,var,,Sumqayıt 5-ci mikrorayon,5
127500,2024-07-08,30,329854,Bina evi menzil,Yeni,2,85.0,2,var,,Sumqayıt 9-cu mikrorayon,12
76000,2024-07-08,56,254136,Bina evi menzil,Yeni,4,67.0,2,var,,Sumqayıt Sumqayıt şəh.,14
90000,2024-07-08,30,261362,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 18-ci mikrorayon,9
79000,2024-07-08,51,232466,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
90000,2024-07-08,22,249070,Bina evi menzil,Köhnə,5,68.0,3,var,,Sumqayıt 1-ci mikrorayon,5
112000,2024-07-08,21,980802,Bina evi menzil,Köhnə,1,96.0,5,var,,Sumqayıt 9-cu mikrorayon,5
120000,2024-07-08,30,174180,Bina evi menzil,Köhnə,1,90.0,5,var,,Sumqayıt 13-cü mikrorayon,5
76000,2024-07-08,25,241123,Bina evi menzil,Köhnə,5,52.0,2,var,,Sumqayıt 2-ci mikrorayon,5
123000,2024-07-08,36,272400,Bina evi menzil,Köhnə,4,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
71500,2024-07-08,26,205024,Bina evi menzil,Köhnə,5,56.0,2,var,,Sumqayıt 8-ci mikrorayon,5
86000,2024-07-08,32,152915,Bina evi menzil,Köhnə,1,82.0,3,var,,Sumqayıt 48-ci məhəllə,5
72000,2024-07-08,21,879893,Bina evi menzil,Köhnə,1,46.0,2,var,,Sumqayıt 8-ci mikrorayon,5
90000,2024-07-08,55,329643,Bina evi menzil,Yeni,4,65.0,2,var,,Sumqayıt 1-ci mikrorayon,5
105000,2024-07-08,27,202384,Bina evi menzil,Köhnə,3,68.0,3,var,,Sumqayıt 11-ci mikrorayon,5
110000,2024-07-08,26,105709,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 11-ci mikrorayon,5
45000,2024-07-08,23,606178,Bina evi menzil,Köhnə,1,60.0,3,yox,,Sumqayıt İnsaatçılar qəs.,3
93000,2024-07-08,40,239913,Bina evi menzil,Köhnə,3,68.0,3,var,,Sumqayıt 17-ci mikrorayon,5
91000,2024-07-08,41,300850,Bina evi menzil,Yeni,4,61.0,2,yox,,Sumqayıt 16-cı məhəllə,19
38000,2024-07-08,144,321725,Bina evi menzil,Yeni,15,45.0,2,var,,Sumqayıt 10-cu mikrorayon,16
82000,2024-07-08,24,269242,Bina evi menzil,Köhnə,2,60.0,2,var,,Sumqayıt 17-ci mikrorayon,9
83500,2024-07-08,23,291984,Bina evi menzil,Köhnə,2,57.0,2,var,,Sumqayıt 17-ci mikrorayon,9
48500,2024-07-08,55,325430,Bina evi menzil,Köhnə,2,34.0,1,var,,Sumqayıt 7-ci məhəllə,4
115000,2024-07-08,45,325311,Bina evi menzil,Köhnə,5,82.0,3,var,,Sumqayıt 9-cu mikrorayon,5
74000,2024-07-08,43,329689,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 9-cu mikrorayon,5
135000,2024-07-08,44,329674,Bina evi menzil,Yeni,4,85.0,2,var,,Sumqayıt Sumqayıt Bulvarı,5
92000,2024-07-08,37,308746,Bina evi menzil,Köhnə,3,60.0,2,var,,Sumqayıt 6-cı mikrorayon,9
98000,2024-07-08,34,318303,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 10-cu mikrorayon,9
77000,2024-07-08,25,297283,Bina evi menzil,Köhnə,9,60.0,2,var,,Sumqayıt 17-ci mikrorayon,9
97000,2024-07-08,37,329661,Bina evi menzil,Köhnə,5,82.0,3,var,,Sumqayıt 11-ci mikrorayon,5
97000,2024-07-08,25,282078,Bina evi menzil,Köhnə,5,87.0,3,var,,Sumqayıt 11-ci mikrorayon,5
122000,2024-07-08,24,282252,Bina evi menzil,Köhnə,1,100.0,5,var,,Sumqayıt 9-cu mikrorayon,5
126500,2024-07-08,28,329593,Bina evi menzil,Yeni,2,86.0,2,var,,Sumqayıt 9-cu mikrorayon,12
118000,2024-07-08,29,226809,Bina evi menzil,Köhnə,5,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
81000,2024-07-08,54,329578,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 5-ci mikrorayon,5
95000,2024-07-08,36,329332,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 48-ci məhəllə,5
79000,2024-07-08,41,329311,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 9-cu mikrorayon,9
61500,2024-07-08,44,207924,Bina evi menzil,Köhnə,3,35.0,1,var,,Sumqayıt 2-ci mikrorayon,5
90000,2024-07-08,53,329530,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 3-cü mikrorayon,5
91000,2024-07-08,50,329496,Bina evi menzil,Köhnə,4,58.0,2,var,,Sumqayıt 17-ci mikrorayon,5
126000,2024-07-08,65,329464,Bina evi menzil,Köhnə,4,110.0,4,var,,Sumqayıt 41-ci məhəllə,5
20000,2024-07-08,18,329442,Bina evi menzil,Köhnə,2,45.0,2,var,,Sumqayıt Sumqayıt şəh.,3
127000,2024-07-08,32,329428,Bina evi menzil,Yeni,2,85.0,2,var,,Sumqayıt 9-cu mikrorayon,12
107000,2024-07-08,69,329386,Bina evi menzil,Yeni,10,85.0,3,var,,Sumqayıt 9-cu mikrorayon,12
65000,2024-07-08,37,329355,Bina evi menzil,Köhnə,1,63.0,1,var,,Sumqayıt 29-cu məhəllə,4
71000,2024-07-08,31,329350,Bina evi menzil,Köhnə,3,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
33000,2024-07-08,97,278003,Bina evi menzil,Yeni,3,34.0,1,var,,Sumqayıt 10-cu mikrorayon,15
117000,2024-07-08,35,227452,Bina evi menzil,Köhnə,9,85.0,4,var,,Sumqayıt 13-cü mikrorayon,9
54500,2024-07-08,50,326470,Bina evi menzil,Yeni,2,30.0,1,var,,Sumqayıt 10-cu mikrorayon,16
50500,2024-07-08,30,275132,Bina evi menzil,Köhnə,4,35.0,1,var,,Sumqayıt 29-cu məhəllə,4
350000,2024-07-08,37,162479,Bina evi menzil,Yeni,7,116.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,14
160000,2024-07-08,32,173485,Bina evi menzil,Yeni,16,140.0,3,var,,Sumqayıt 16-cı məhəllə,17
90000,2024-07-08,35,240280,Bina evi menzil,Yeni,11,60.0,2,var,,Sumqayıt 10-cu mikrorayon,15
98000,2024-07-08,36,158635,Bina evi menzil,Köhnə,1,90.0,4,var,,Sumqayıt 17-ci mikrorayon,5
145000,2024-07-08,36,278243,Bina evi menzil,Köhnə,2,105.0,3,var,,Sumqayıt 2-ci məhəllə,4
72000,2024-07-08,26,302566,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 2-ci mikrorayon,5
100000,2024-07-08,19,302569,Bina evi menzil,Yeni,13,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
69000,2024-07-08,42,287059,Bina evi menzil,Köhnə,4,45.0,2,var,,Sumqayıt 5-ci mikrorayon,5
135000,2024-07-08,64,329318,Bina evi menzil,Yeni,4,85.0,2,var,,Sumqayıt Sumqayıt Bulvarı,5
139000,2024-07-08,34,219134,Bina evi menzil,Yeni,6,105.0,3,yox,,Sumqayıt 10-cu mikrorayon,8
108000,2024-07-08,24,316293,Bina evi menzil,Yeni,10,79.0,2,var,,Sumqayıt 9-cu mikrorayon,13
97000,2024-07-08,22,277736,Bina evi menzil,Köhnə,5,88.0,3,var,,Sumqayıt 11-ci mikrorayon,5
122000,2024-07-08,35,277811,Bina evi menzil,Köhnə,1,100.0,5,var,,Sumqayıt 9-cu mikrorayon,5
91000,2024-07-08,42,329281,Bina evi menzil,Yeni,6,61.0,2,yox,,Sumqayıt 16-cı məhəllə,16
67000,2024-07-08,27,171913,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 11-ci mikrorayon,5
81000,2024-07-08,31,327805,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 5-ci mikrorayon,5
96000,2024-07-08,52,325563,Bina evi menzil,Köhnə,1,85.0,3,var,,Sumqayıt 17-ci mikrorayon,5
84000,2024-07-08,53,245266,Bina evi menzil,Yeni,11,60.0,2,yox,,Sumqayıt 10-cu mikrorayon,14
109000,2024-07-08,43,230630,Bina evi menzil,Yeni,5,65.0,2,var,,Sumqayıt 16-cı məhəllə,16
70000,2024-07-08,50,294682,Bina evi menzil,Köhnə,4,52.0,2,var,,Sumqayıt 1-ci mikrorayon,5
71500,2024-07-08,40,306602,Bina evi menzil,Köhnə,5,52.0,2,var,,Sumqayıt 2-ci mikrorayon,5
95000,2024-07-08,43,271923,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 3-cü məhəllə,4
185000,2024-07-08,52,988843,Bina evi menzil,Yeni,4,95.0,3,var,,Sumqayıt Sumqayıt Bulvarı,7
145000,2024-07-08,37,214167,Bina evi menzil,Köhnə,2,107.0,4,var,,Sumqayıt 2-ci məhəllə,4
54000,2024-07-08,47,314458,Bina evi menzil,Köhnə,1,31.0,1,var,,Sumqayıt 2-ci mikrorayon,5
52500,2024-07-08,56,311956,Bina evi menzil,Köhnə,4,31.0,1,var,,Sumqayıt 3-cü mikrorayon,5
305000,2024-07-08,49,320956,Bina evi menzil,Yeni,14,140.0,3,var,,Sumqayıt 17-ci məhəllə,17
110000,2024-07-08,37,321972,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 1-ci məhəllə,4
112000,2024-07-08,56,322254,Bina evi menzil,Yeni,1,92.5,3,var,,Sumqayıt 40-cı məhəllə,16
95000,2024-06-08,145,327196,Bina evi menzil,Köhnə,1,75.0,3,var,,Sumqayıt 3-cü məhəllə,4
55000,2024-06-08,124,329169,Bina evi menzil,Köhnə,4,32.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
135000,2024-06-08,185,329152,Bina evi menzil,Köhnə,5,130.0,5,var,,Sumqayıt 5-ci mikrorayon,5
48500,2024-06-08,141,329089,Bina evi menzil,Köhnə,5,30.0,1,var,,Sumqayıt 8-ci mikrorayon,5
73500,2024-06-08,70,321396,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 4-cü mikrorayon,5
175000,2024-06-08,106,329125,Bina evi menzil,Köhnə,2,90.0,3,var,,Sumqayıt 2-ci məhəllə,4
78000,2024-06-08,73,323848,Bina evi menzil,Köhnə,1,67.0,3,var,,Sumqayıt 8-ci mikrorayon,5
83500,2024-06-08,98,309585,Bina evi menzil,Köhnə,1,100.0,3,var,,Sumqayıt 17-ci mikrorayon,5
84500,2024-06-08,87,308276,Bina evi menzil,Yeni,15,75.0,2,var,,Sumqayıt 8-ci mikrorayon,17
70000,2024-06-08,48,313052,Bina evi menzil,Köhnə,5,62.0,2,var,,Sumqayıt 18-ci mikrorayon,5
61000,2024-06-08,53,314509,Bina evi menzil,Köhnə,5,40.0,2,var,,Sumqayıt 10-cu mikrorayon,5
69000,2024-06-08,38,317625,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 16-cı mikrorayon,3
76000,2024-06-08,74,317666,Bina evi menzil,Yeni,10,65.0,2,var,,Sumqayıt 13-cü mikrorayon,15
60500,2024-06-08,105,306432,Bina evi menzil,Köhnə,5,60.0,2,var,,Sumqayıt 18-ci mikrorayon,5
89000,2024-06-08,79,329121,Bina evi menzil,Yeni,15,61.0,2,var,,Sumqayıt 9-cu mikrorayon,15
155000,2024-06-08,82,329119,Bina evi menzil,Köhnə,5,130.0,5,var,,Sumqayıt 5-ci mikrorayon,5
82000,2024-06-08,133,329098,Bina evi menzil,Yeni,3,70.0,2,var,,Sumqayıt 18-ci mikrorayon,5
169000,2024-06-08,44,234504,Bina evi menzil,Köhnə,5,130.0,3,yox,,Sumqayıt 16-cı məhəllə,16
110000,2024-06-08,66,258664,Bina evi menzil,Köhnə,4,75.0,4,var,,Sumqayıt 17-ci mikrorayon,5
120000,2024-06-08,89,935201,Bina evi menzil,Yeni,4,84.0,3,var,,Sumqayıt 76-cı məhəllə,16
75500,2024-06-08,79,329007,Bina evi menzil,Yeni,11,67.0,2,yox,,Sumqayıt 6-cı mikrorayon,12
80000,2024-06-08,100,319813,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 17-ci mikrorayon,5
58000,2024-06-08,89,328961,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
65000,2024-06-08,64,328895,Bina evi menzil,Köhnə,1,48.0,2,var,,Sumqayıt 8-ci mikrorayon,5
92000,2024-06-08,64,304348,Bina evi menzil,Köhnə,3,57.0,2,var,,Sumqayıt 6-cı mikrorayon,9
79000,2024-06-08,50,328857,Bina evi menzil,Köhnə,3,60.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
79000,2024-06-08,75,328823,Bina evi menzil,Köhnə,3,70.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
76500,2024-06-08,67,328763,Bina evi menzil,Yeni,3,65.0,2,var,,Sumqayıt Sumqayıt şəh.,14
95000,2024-06-08,60,328688,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 45-ci məhəllə,5
155000,2024-06-08,69,264278,Bina evi menzil,Yeni,2,96.0,3,var,,Sumqayıt 5-ci mikrorayon,10
95000,2024-06-08,92,286936,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 5-ci mikrorayon,5
89000,2024-06-08,63,328666,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 45-ci məhəllə,5
82000,2024-06-08,58,325525,Bina evi menzil,Köhnə,4,60.0,2,var,,Sumqayıt 9-cu mikrorayon,5
118000,2024-06-08,44,316976,Bina evi menzil,Yeni,8,88.0,2,var,,Sumqayıt 9-cu mikrorayon,12
76000,2024-06-08,35,318109,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 8-ci mikrorayon,5
97000,2024-06-08,43,324560,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 10-cu mikrorayon,5
75000,2024-06-08,40,325351,Bina evi menzil,Yeni,8,47.0,2,var,,Sumqayıt 6-cı mikrorayon,13
93000,2024-06-08,50,328610,Bina evi menzil,Köhnə,1,57.0,2,var,,Sumqayıt 2-ci məhəllə,4
69000,2024-06-08,37,328503,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 4-cü mikrorayon,5
140000,2024-06-08,68,132633,Bina evi menzil,Yeni,12,93.0,3,var,,Sumqayıt 9-cu mikrorayon,16
72000,2024-06-08,40,990927,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 4-cü mikrorayon,5
240000,2024-06-08,66,225799,Bina evi menzil,Yeni,9,164.0,4,var,,Sumqayıt 43-cü məhəllə,12
128000,2024-06-08,41,311751,Bina evi menzil,Yeni,11,84.0,2,var,,Sumqayıt 17-ci məhəllə,12
87000,2024-06-08,31,308301,Bina evi menzil,Köhnə,4,65.0,2,var,,Sumqayıt 1-ci mikrorayon,5
88000,2024-06-08,70,310029,Bina evi menzil,Köhnə,3,68.0,3,var,,Sumqayıt 10-cu mikrorayon,9
86000,2024-06-08,51,886755,Bina evi menzil,Köhnə,5,68.0,3,var,,Sumqayıt 13-cü mikrorayon,5
112000,2024-06-08,27,257253,Bina evi menzil,Köhnə,4,74.0,3,var,,Sumqayıt 13-cü mikrorayon,5
112000,2024-06-08,39,224561,Bina evi menzil,Köhnə,13,74.0,3,var,,Sumqayıt 45-ci məhəllə,14
66000,2024-06-08,68,799212,Bina evi menzil,Köhnə,1,53.0,2,var,,Sumqayıt 10-cu mikrorayon,5
106000,2024-06-08,25,933389,Bina evi menzil,Köhnə,6,68.0,3,var,,Sumqayıt 10-cu mikrorayon,9
106000,2024-06-08,38,220644,Bina evi menzil,Köhnə,8,85.0,4,var,,Sumqayıt 10-cu mikrorayon,9
85000,2024-06-08,35,261715,Bina evi menzil,Köhnə,2,58.0,2,var,,Sumqayıt 17-ci mikrorayon,9
76000,2024-06-08,45,307234,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 10-cu mikrorayon,9
100000,2024-06-08,41,299400,Bina evi menzil,Köhnə,5,90.0,5,var,,Sumqayıt 9-cu mikrorayon,5
75000,2024-06-08,54,257239,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 13-cü mikrorayon,5
72000,2024-06-08,32,264326,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 13-cü mikrorayon,5
85000,2024-06-08,31,258085,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,9
77000,2024-06-08,65,328409,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 8-ci mikrorayon,5
80000,2024-06-08,46,300152,Bina evi menzil,Köhnə,5,58.0,2,var,,Sumqayıt 17-ci mikrorayon,5
82000,2024-06-08,32,276676,Bina evi menzil,Yeni,3,76.0,2,var,,Sumqayıt Sumqayıt şəh.,14
103000,2024-06-08,39,300164,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 9-cu mikrorayon,5
130000,2024-06-08,58,321980,Bina evi menzil,Yeni,3,90.0,2,var,,Sumqayıt 6-cı mikrorayon,10
63000,2024-06-08,50,312210,Bina evi menzil,Köhnə,3,42.0,1,var,,Sumqayıt 41-ci məhəllə,5
63000,2024-06-08,80,314968,Bina evi menzil,Yeni,13,56.0,2,var,,Sumqayıt Sumqayıt şəh.,14
75000,2024-06-08,63,195555,Bina evi menzil,Yeni,6,63.0,3,var,,Sumqayıt Sumqayıt şəh.,14
75000,2024-06-08,28,300390,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 4-cü mikrorayon,5
70000,2024-06-08,46,324796,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
74500,2024-06-08,154,325405,Bina evi menzil,Köhnə,2,52.0,2,var,,Sumqayıt 11-ci mikrorayon,5
105000,2024-06-08,73,325485,Bina evi menzil,Yeni,4,52.0,3,var,,Sumqayıt Sumqayıt Bulvarı,14
110000,2024-06-08,112,328340,Bina evi menzil,Köhnə,4,85.0,4,var,,Sumqayıt 12-ci mikrorayon,9
109000,2024-06-08,57,202542,Bina evi menzil,Köhnə,6,72.0,3,var,,Sumqayıt 6-cı mikrorayon,9
68000,2024-06-08,76,328219,Bina evi menzil,Köhnə,4,60.0,3,var,,Sumqayıt 2-ci mikrorayon,5
80000,2024-06-08,42,328208,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
76000,2024-06-08,45,328194,Bina evi menzil,Köhnə,1,65.0,3,var,,Sumqayıt 2-ci mikrorayon,5
106000,2024-06-08,69,718037,Bina evi menzil,Yeni,13,78.0,2,yox,,Sumqayıt 36-cı məhəllə,14
76000,2024-06-08,85,328172,Bina evi menzil,Köhnə,2,54.0,2,var,,Sumqayıt 10-cu mikrorayon,5
147000,2024-06-08,41,328134,Bina evi menzil,Köhnə,1,110.0,3,var,,Sumqayıt 2-ci mikrorayon,5
130000,2024-06-08,62,251575,Bina evi menzil,Köhnə,2,86.0,3,var,,Sumqayıt 1-ci məhəllə,4
110000,2024-06-08,37,251578,Bina evi menzil,Köhnə,2,60.0,2,var,,Sumqayıt 1-ci məhəllə,4
73000,2024-06-08,31,250434,Bina evi menzil,Yeni,14,61.0,2,var,,Sumqayıt 18-ci mikrorayon,14
85000,2024-06-08,38,208419,Bina evi menzil,Köhnə,2,52.0,2,var,,Sumqayıt 3-cü məhəllə,4
235000,2024-06-08,58,100088,Bina evi menzil,Yeni,8,142.0,3,var,,Sumqayıt 16-cı məhəllə,17
73500,2024-06-08,60,207053,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
149000,2024-06-08,68,327847,Bina evi menzil,Köhnə,1,110.0,3,var,,Sumqayıt 2-ci mikrorayon,5
111000,2024-06-08,52,328106,Bina evi menzil,Köhnə,2,68.0,3,var,,Sumqayıt 36-cı məhəllə,5
150000,2024-06-08,21,124527,Bina evi menzil,Köhnə,3,80.0,3,var,,Sumqayıt 2-ci məhəllə,4
86000,2024-06-08,19,159615,Bina evi menzil,Köhnə,2,52.0,2,var,,Sumqayıt 19-cu məhəllə,2
85000,2024-06-08,17,218475,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
172000,2024-06-08,33,240321,Bina evi menzil,Yeni,2,128.0,3,var,,Sumqayıt 43-cü məhəllə,12
159000,2024-06-08,34,138975,Bina evi menzil,Yeni,11,110.0,3,var,,Sumqayıt 3-cü mikrorayon,12
160000,2024-06-08,32,280195,Bina evi menzil,Yeni,9,90.0,3,var,,Sumqayıt 14-cü məhəllə,14
109000,2024-06-08,66,218157,Bina evi menzil,Yeni,4,66.0,2,var,,Sumqayıt 16-cı məhəllə,16
115000,2024-06-08,37,241442,Bina evi menzil,Köhnə,2,100.0,4,var,,Sumqayıt 19-cu məhəllə,2
86000,2024-06-08,35,186352,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 5-ci mikrorayon,5
83000,2024-06-08,22,887255,Bina evi menzil,Köhnə,15,60.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
300000,2024-06-08,60,243981,Bina evi menzil,Yeni,3,150.0,4,yox,,Sumqayıt Sumqayıt Bulvarı,14
75000,2024-06-08,32,242811,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt 36-cı məhəllə,5
150000,2024-06-08,43,110967,Bina evi menzil,Yeni,5,110.0,3,var,,Sumqayıt 3-cü mikrorayon,15
195000,2024-06-08,24,177337,Bina evi menzil,Yeni,8,120.0,3,var,,Sumqayıt 17-ci məhəllə,14
110000,2024-06-08,36,198001,Bina evi menzil,Köhnə,1,78.0,3,var,,Sumqayıt 1-ci məhəllə,4
95000,2024-06-08,96,187866,Bina evi menzil,Yeni,7,55.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
83000,2024-06-08,42,730245,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 26-cı məhəllə,4
